text,label,target,text_pl
"Brits Try And Fail To Label The United States, Because It's A Thanksgiving Tradition",clickbait,1,"Brytyjczycy bezskutecznie próbują etykietować Stany Zjednoczone, ponieważ jest to tradycja Święta Dziękczynienia"
Anonymous muscle in on Canadian teen rape case,news,0,Anonimowy pracownik w sprawie gwałtu na nastolatkach w Kanadzie
Tamir Rice report: No proof police officer shouted warning before shooting,news,0,"Raport Tamira Rice’a: Nie ma dowodu, że funkcjonariusz policji krzyknął ostrzegawczo przed oddaniem strzału"
Kevin Durant Talks About Initially Thinking He Was Out for the Season: 'I Just Burst Out Crying',news,0,"Kevin Durant opowiada, jak początkowo myślał, że nie będzie go w tym sezonie: „Po prostu wybuchnąłem płaczem”"
Same-sex marriage reaffirmed in Canada,news,0,W Kanadzie ponownie potwierdzono małżeństwa osób tej samej płci
"After Brutally Killing A Kangaroo With Metal Pipe, Two Men Have Been Jailed In Australia",clickbait,1,Po brutalnym zabiciu kangura metalową rurą dwóch mężczyzn zostało uwięzionych w Australii
14 Next-Level Grilled Cheese Sandwiches That Are Better Than A Boyfriend,clickbait,1,"14 kanapek z grillowanym serem na wyższym poziomie, które są lepsze niż chłopak"
"Which ""White Chick"" Are You",clickbait,1,Którą „białą laską” jesteś?
19 Photos That Make Absolutely No Sense,clickbait,1,"19 zdjęć, które nie mają absolutnie żadnego sensu"
"Wikinews interviews Brenton Clutterbuck, candidate for the electorate of Maroochydore at the upcoming Queensland election",news,0,"Wikinews przeprowadza wywiad z Brentonem Clutterbuckiem, kandydatem do elektoratu Maroochydore w nadchodzących wyborach w Queensland"
27 Genuine Products That Are 100% Completely Legit,clickbait,1,"27 oryginalnych produktów, które są w 100% całkowicie legalne"
Can Star Wars: The Last Jedi rehabilitate Yoda?,clickbait,1,Czy Gwiezdne Wojny: Ostatni Jedi mogą zrehabilitować Yodę?
Death toll continues to rise after earthquake rattles Taiwan,news,0,Liczba ofiar śmiertelnych nadal rośnie po trzęsieniu ziemi na Tajwanie
"After 60 years, is nuclear fusion finally poised to deliver?",news,0,Czy po 60 latach synteza jądrowa wreszcie przyniesie oczekiwane rezultaty?
36 Things You Probably Didn't Know About Nando's,clickbait,1,"36 rzeczy, których prawdopodobnie nie wiedziałeś o Nando's"
"This Is What Thousands Of People Singing ""Sweet Child O' Mine"" Together Sounds Like",clickbait,1,Tak brzmi tysiące ludzi śpiewających wspólnie „Sweet Child O' Mine”
19 Times The Internet Hilariously Summed Up Essay Writing,clickbait,1,19 razy Internet zabawnie podsumował pisanie esejów
6 Photos of Sia Being Guided Out Of Her Car,clickbait,1,6 zdjęć Sii wyprowadzanej z samochodu
This Polar Bear Loves To Wear A Bucket On Her Head,clickbait,1,Ten niedźwiedź polarny uwielbia nosić wiadro na głowie
The truth about the ’dorms for adults’ that $16 billion WeWork is betting its future on,news,0,"Prawda o „akademikach dla dorosłych”, na których WeWork stawia swoją przyszłość za 16 miliardów dolarów"
‘Bachelorette’ host Chris Harrison picks top candidates for Season 12,news,0,Gospodarz „Bachelorette” Chris Harrison wybiera najlepszych kandydatów na sezon 12
21 Wedding Photos You'll Want To Pin Immediately,clickbait,1,"21 zdjęć ślubnych, które będziesz chciał natychmiast przypiąć"
"Are You More ""Laguna Beach"" Or ""The Hills?""",clickbait,1,Wolisz „Laguna Beach” czy „The Hills”?
SpaceX Will Take Two Travelers Around The Moon On A Trip Beginning Next Year!,news,0,SpaceX zabierze w podróż dwóch podróżników dookoła Księżyca od przyszłego roku!
23 Easy Homemade Chocolates To Treat Yourself With,clickbait,1,"23 łatwe domowe czekoladki, którymi możesz się delektować"
What Percent Vegan Are You,clickbait,1,W ilu procentach jesteś weganinem
This Is What It's Actually Like To Live As An Anxious Person,clickbait,1,Tak naprawdę wygląda życie osoby lękliwej
What Successful People Do On Sunday To Be Productive All Week,clickbait,1,"Co ludzie sukcesu robią w niedzielę, aby być produktywnymi przez cały tydzień"
This Girl Captured The Exact Moment A Seagull Stole Her Ice Cream And It's Intense,news,0,"Ta dziewczyna uchwyciła dokładny moment, w którym mewa ukradła jej lody. Jest on intensywny"
"Two divers' bodies found in Scapa Flow, Scotland",news,0,W Scapa Flow w Szkocji znaleziono ciała dwóch nurków
19 Reasons You Should Fall In Love With A Turkish Person,clickbait,1,"19 powodów, dla których powinieneś zakochać się w Turku"
9 Painfully True SEX-Pectations Vs Reality,clickbait,1,9 Boleśnie prawdziwe oczekiwania dotyczące seksu a rzeczywistość
This Watermelon Ceviche Recipe Hits The Perfect Balance Of Salty And Sweet,news,0,Ten przepis na ceviche z arbuzem zapewnia idealną równowagę słonego i słodkiego
Retired NASCAR star Tony Stewart returns to sprint cars ,news,0,Emerytowana gwiazda NASCAR Tony Stewart wraca do samochodów sprinterskich
25 Delicious Reasons You Should Eat More Miso,clickbait,1,"25 pysznych powodów, dla których powinieneś jeść więcej miso"
ASCAP and Radio Group's 5-Year Pact Doesn't Address the Elephant in the Room,clickbait,1,5-letni pakt ASCAP i Grupy Radiowej nie dotyczy słonia w pokoju
Tell Us What Tiny But Wonderful Things You Are So Thankful For This Year,clickbait,1,"Opowiedz nam, za jakie małe, ale cudowne rzeczy jesteś tak wdzięczny w tym roku"
Muirfield members face their demons again: is it time to let the ladies in?,news,0,Członkowie Muirfield ponownie stawiają czoła swoim demonom: czy już czas wpuścić panie?
Hurdles to Voting Persisted in 2008,news,0,Przeszkody w głosowaniu utrzymywały się w 2008 r
Moore Scores 40 and Sets Marks for No. 1 UConn,news,0,Moore zdobywa 40 punktów i wyznacza pierwsze miejsce na liście UConn
17 Times The Animal Kingdom Summed Up Being Single,clickbait,1,17 razy w Królestwie Zwierząt podsumowano bycie singlem
Here's What It's Like When Mental Illness Affects A Relationship,clickbait,1,"Oto, jak to jest, gdy choroba psychiczna wpływa na związek"
Kylie Jenner's Wheelchair Mag Cover Blasted By Disability Advocates,clickbait,1,Okładka magazynu dla osób niepełnosprawnych Kylie Jenner ostro skrytykowana przez zwolenników niepełnosprawności
"Are You More Nelly Furtado's ""Promiscuous"" Or ""Maneater""",clickbait,1,Czy jesteś bardziej „Rozwiązły” czy „Maneater” Nelly Furtado
Cricket: India defeat England in sixth one-day international,news,0,Krykiet: Indie pokonują Anglię w szóstym jednodniowym meczu międzynarodowym
Haiti Says Final Farewell to Former President Rene Preval,news,0,Haiti żegna się ostatecznie z byłym prezydentem Rene Prevalem
17 Sticky And Sweet Strawberry Treats That'll Make Your Mouth Water,clickbait,1,"17 lepkich i słodkich truskawek, od których nacieknie ci usta"
44 Secret Sentences All College Students Will Understand,clickbait,1,"44 tajne zdania, które zrozumieją wszyscy studenci"
Australian Treasurer told to 'try harder on welfare',news,0,Australijski skarbnik kazano „bardziej starać się o opiekę społeczną”
"Here's How To Survive Adulthood, According To Judah Friedlander",clickbait,1,Oto jak przetrwać dorosłość według Judah Friedlander
17 Things You Should Know Before Trying To Get A Bigger Butt,clickbait,1,"17 rzeczy, które powinieneś wiedzieć, zanim spróbujesz uzyskać większy tyłek"
Alitalia conditionally accepts joint bid by Air France and KLM,news,0,Alitalia warunkowo akceptuje wspólną ofertę Air France i KLM
Week 16 fantasy quarterback ranks,news,0,Rankingi rozgrywających fantasy z 16 tygodnia
Mental health org and 'Stranger Things' star send warnings about '13 Reasons Why',news,0,Organizacja zajmująca się zdrowiem psychicznym i gwiazda „Stranger Things” wysyłają ostrzeżenia dotyczące „13 powodów”
Marketing genius or mad man? The man who sells sneakers for $132K,clickbait,1,Geniusz marketingu czy szaleniec?Mężczyzna sprzedający tenisówki za 132 tys. dolarów
Premium gas discounted for a few hours,news,0,Gaz premium z rabatem na kilka godzin
A 3nd Rescue Would Give U.S. 40% of Citigroup,news,0,Trzecie ratunek zapewniłoby USA 40% udziałów w Citigroup
Sharks never sleep: There are scarier things at the beach than shark attacks,clickbait,1,Rekiny nigdy nie śpią: na plaży są rzeczy straszniejsze niż ataki rekinów
Rob Kardashian Posted His First Selfie Video On Snapchat And It's Odd,clickbait,1,Rob Kardashian opublikował swój pierwszy film selfie na Snapchacie i to jest dziwne
Here's the Full List of 2017 Academy Awards Nominees,clickbait,1,Oto pełna lista nominowanych do Oscarów 2017
I Carried Around A Sack Of Flour For A Week To See If I Would Be A Good Parent,clickbait,1,"Przez tydzień nosiłam worek mąki, żeby sprawdzić, czy będę dobrym rodzicem"
19 Of The Most Influential Canadians As Youngsters,clickbait,1,19 najbardziej wpływowych Kanadyjczyków w młodości
NYT Calls for Transgender Education in Emergency Rooms,clickbait,1,NYT wzywa do edukacji osób transpłciowych na oddziałach ratunkowych
Proposed United States doctrine would expand possible use of nuclear weapons,news,0,Proponowana doktryna Stanów Zjednoczonych rozszerzyłaby możliwe użycie broni nuklearnej
"Sections Shows Live Yahoo!-ABC News Network | © 2017 ABC News Internet Ventures. All rights reserved. ABC News $2 Billion of Your Dollars Wasting Away, Says Senator $2 Billion of Your Dollars Wasting Away, Says Senator +Earmark Hypocrisy? GOP Leaders Grilled on Spending +Senate Republicans Approve Ban on Earmarks Trump was talking about general surveillance in wiretapping claims, Spicer says GOP congressman defends racially charged tweet against critics What the CBO does and how it gets its numbers The Note: Waiting for the CBO score Kellyanne Conway doesn't have 'any evidence' of surveillance claims Congressional Budget Office expected to release report on GOP health care bill Trump budget chief: President is focused on health care, not insurance coverage Democrat: Trump 'enthusiastic' about call for Medicare to negotiate drug prices Democrats, some Republicans, condemn Preet Bharara being 'fired' Top Democrat: Trump's dismissal of US attorney Preet Bharara raises 'a lot of questions' Republican senator: GOP risks losing House majority if health bill approved 'This Week' Transcript 3-12-17: Mick Mulvaney, Sen. Tom Cotton, Rep. Adam Schiff, and Rep. Elijah Cummings States seeking Trump travel ban block want new hearing Verizon sought $925 million penalty for Yahoo's lax security Photography project captures 'first hello' between parents and newborns Pregnant woman rewards man who offered his seat with a custom trophy Mom reunited with lost family video found at Goodwill Villanova's 2016 March Madness win recreated with Legos Disinfecting agent turns Canada city's water bright pink Friar dog adopted by monastery becomes online sensation Teen helps elderly man cross the street during hailstorm in act of kindness",news,0,"Sekcje pokazują na żywo Yahoo!-ABC News Network |© 2017 ABC News Internetowe Przedsięwzięcia.Wszelkie prawa zastrzeżone.ABC News 2 miliardy dolarów z twoich dolarów marnują się, mówi senator 2 miliardy dolarów z twoich dolarów marnują się, mówi senator +Earmark Hipokryzja?Przywódcy GOP wkurzeni wydatkami + Republikanie w Senacie zatwierdzają zakaz noszenia kolczyków Trump mówił o ogólnym nadzorze w twierdzeniach o podsłuchach, Spicer twierdzi, że kongresman Partii Republikańskiej broni rasistowskiego tweeta przed krytykami Co robi CBO i skąd uzyskuje wyniki Uwaga: w oczekiwaniu na wynik CBO Kellyanne Conway nie ma „żadnych dowodów” na twierdzenia o inwigilacji Oczekuje się, że Biuro Budżetowe Kongresu opublikuje raport na temat ustawy GOP o opiece zdrowotnej Szef budżetu Trumpa: Prezydent koncentruje się na opiece zdrowotnej, a nieubezpieczenie Demokrata: Trump „z entuzjazmem” wzywa Medicare do negocjowania cen leków Demokraci, niektórzy Republikanie, potępiają „zwolnienie” Preeta Bharary Najwyższy Demokrata: zwolnienie przez Trumpa amerykańskiego prawnika Preeta Bharary rodzi „wiele pytań” Republikański senator: GOP ryzykuje utratę większości w Izbie Reprezentantów, jeśli ustawa o zdrowiu zostanie zatwierdzona w tym tygodniu Transkrypcja 3-12-17: Mick Mulvaney, senator Tom Cotton, kongresmen Adam Schiff i kongres ElijahStany Cummings domagają się od Trumpa blokady wjazdu chcą nowego przesłuchania Verizon domaga się kary w wysokości 925 mln dolarów za niedostateczne bezpieczeństwo Yahoo Projekt fotograficzny uwiecznia „pierwsze powitanie” rodziców z noworodkami Kobieta w ciąży nagradza mężczyznę, który zaoferował swoje miejsce, niestandardowym trofeum Mama ponownie spotkała się z zagubionym rodzinnym filmem znalezionym podczas wydarzenia Goodwill Villanova w marcu 2016 r. Odtworzona wygrana Madness odtworzona przy użyciu klocków Lego Środek dezynfekujący zmienia wodę w kanadyjskim mieście na jasnoróżowy Pies brata adoptowany przez klasztor staje się sensacją online Nastolatkipomaga starszemu mężczyźnie przejść przez ulicę podczas burzy gradowej w akcie dobroci"
’That’s kind of a goofy question’: Paul Ryan won’t answer whether Obamacare replacement bill will pass House,news,0,"„To trochę głupie pytanie”: Paul Ryan nie odpowie, czy ustawa zastępująca Obamacare zostanie przyjęta przez Izbę Reprezentantów"
Companies Pretty Up Prices to Win Stimulus Projects,news,0,"Firmy podnoszą ceny, aby wygrać projekty stymulacyjne"
What Should Your Yearbook Quote Be,clickbait,1,Jaki powinien być cytat z Twojego rocznika
Here Are the Best and Worst 2017 April Fools' Day Pranks So Far,clickbait,1,Oto najlepsze i najgorsze żarty na Prima Aprilis w 2017 roku
Grammys: The winners list,clickbait,1,Grammy: lista zwycięzców
Donald Trump’s cabinet nominations: what we know so far,news,0,Nominacje do gabinetu Donalda Trumpa: co wiemy na razie
At Least 32 Die in a Wave of Violence Across Iraq,news,0,Co najmniej 32 osoby zginęły w fali przemocy w Iraku
American Woman Is Freed After Philippines Abduction,news,0,Amerykanka zostaje uwolniona po porwaniu na Filipinach
We tried all six new Frappuccino flavors so you don’t have to,clickbait,1,"Wypróbowaliśmy wszystkie sześć nowych smaków Frappuccino, więc Ty nie musisz"
"People Try ""Superfoods"" For The First Time",clickbait,1,Ludzie po raz pierwszy próbują „superfoods”.
Italian officials found guilty of abusing G8 protestors,news,0,Włoscy urzędnicy uznani za winnych znęcania się nad protestującymi na G8
19 Reasons To Be Thankful For Your Dog,clickbait,1,"19 powodów, aby być wdzięcznym za swojego psa"
"Document: Russia Uses Rigged Polls,  Fake News to Sway Foreign Elections ",clickbait,1,"Dokument: Rosja wykorzystuje sfałszowane sondaże i fałszywe wiadomości, aby wpłynąć na zagraniczne wybory"
"Chief of Dentsu, Japanese Ad Agency, to Resign Over Employee’s Suicide ",clickbait,1,"Szef Dentsu, japońskiej agencji reklamowej, składa rezygnację z powodu samobójstwa pracownika"
Goldman Sachs May Report Strong Profit,news,0,Goldman Sachs może ogłosić silny zysk
In Praise of Agatha Christie’s Accidental Sleuths ,news,0,Pochwała przypadkowych detektywów Agathy Christie
Britain's biggest buy-to-let landlord bans 'coloured people' because of 'the curry smell' ,news,0,Największy w Wielkiej Brytanii właściciel nieruchomości wynajmujący mieszkania na wynajem zakazuje „osobom kolorowym” ze względu na „zapach curry”
